player,detail,peak_date,birth_year,gender
Russell Westbrook,first,2016,1988,M
Isaiah Thomas,second,2016,1989,M
DeMar DeRozan,third,2016,1989,M
Kevin Durant,first,2017,1988,M
LaMarcus Aldridge,second,2017,1985,M
Jimmy Butler,third,2017,1989,M
LeBron James,first,2017,1984,M
Giannis Antetokounmpo,second,2017,1994,M
Paul George,third,2017,1990,M
Anthony Davis,first,2017,1993,M
Joel Embiid,second,2017,1994,M
Karl-Anthony Towns,third,2017,1995,M
James Harden,first,2017,1989,M
DeMar DeRozan,second,2017,1989,M
Victor Oladipo,third,2017,1992,M
Damian Lillard,first,2017,1990,M
Russell Westbrook,second,2017,1988,M
Stephen Curry,third,2017,1988,M
Giannis Antetokounmpo,first,2018,1994,M
Kevin Durant,second,2018,1988,M
Blake Griffin,third,2018,1989,M
Paul George,first,2018,1990,M
Kawhi Leonard,second,2018,1991,M
LeBron James,third,2018,1984,M
Nikola Jokić,first,2018,1995,M
Joel Embiid,second,2018,1994,M
Rudy Gobert,third,2018,1992,M
James Harden,first,2018,1989,M
Damian Lillard,second,2018,1990,M
Russell Westbrook,third,2018,1988,M
Stephen Curry,first,2018,1988,M
Kyrie Irving,second,2018,1992,M
Kemba Walker,third,2018,1990,M
LeBron James,first,2019,1984,M
Kawhi Leonard,second,2019,1991,M
Jimmy Butler,third,2019,1989,M
Giannis Antetokounmpo,first,2019,1994,M
Pascal Siakam,second,2019,1994,M
Jayson Tatum,third,2019,1998,M
Anthony Davis,first,2019,1993,M
Nikola Jokić,second,2019,1995,M
Rudy Gobert,third,2019,1992,M
James Harden,first,2019,1989,M
Damian Lillard,second,2019,1990,M
Ben Simmons,third,2019,1996,M
Luka Dončić,first,2019,1999,M
Chris Paul,second,2019,1985,M
Russell Westbrook,third,2019,1988,M
Giannis Antetokounmpo,first,2020,1994,M
LeBron James,second,2020,1984,M
Jimmy Butler,third,2020,1989,M
Jayson Tatum,first,2020,1998,M
Kevin Durant,second,2020,1988,M
Draymond Green,third,2020,1990,M
Nikola Jokić,first,2020,1995,M
Joel Embiid,second,2020,1994,M
Rudy Gobert,third,2020,1992,M
Stephen Curry,first,2020,1988,M
Damian Lillard,second,2020,1990,M
Bradley Beal,third,2020,1993,M
Luka Dončić,first,2020,1999,M
Chris Paul,second,2020,1985,M
Kyrie Irving,third,2020,1992,M
Giannis Antetokounmpo,first,2021,1994,M
LeBron James,second,2021,1984,M
Jimmy Butler,third,2021,1989,M
Jayson Tatum,first,2021,1998,M
Kevin Durant,second,2021,1988,M
Pascal Siakam,third,2021,1994,M
Nikola Jokić,first,2021,1995,M
Joel Embiid,second,2021,1994,M
Karl-Anthony Towns,third,2021,1995,M
Devin Booker,first,2021,1996,M
Stephen Curry,second,2021,1988,M
Chris Paul,third,2021,1985,M
Luka Dončić,first,2021,1999,M
Ja Morant,second,2021,1999,M
Trae Young,third,2021,1998,M
Giannis Antetokounmpo,first,2022,1994,M
LeBron James,second,2022,1984,M
Jimmy Butler,third,2022,1989,M
Jayson Tatum,first,2022,1998,M
Jaylen Brown,second,2022,1996,M
Julius Randle,third,2022,1994,M
Joel Embiid,first,2022,1994,M
Nikola Jokić,second,2022,1995,M
Domantas Sabonis,third,2022,1996,M
Luka Dončić,first,2022,1999,M
Stephen Curry,second,2022,1988,M
De'Aaron Fox,third,2022,1997,M
Shai Gilgeous-Alexander,first,2022,1998,M
Donovan Mitchell,second,2022,1996,M
Damian Lillard,third,2022,1990,M
Shai Gilgeous-Alexander,first,2023,1998,M
Jalen Brunson,second,2023,1996,M
LeBron James,third,2023,1984,M
Nikola Jokić,first,2023,1995,M
Anthony Edwards,second,2023,2001,M
Stephen Curry,third,2023,1988,M
Luka Dončić,first,2023,1999,M
Kevin Durant,second,2023,1988,M
Domantas Sabonis,third,2023,1996,M
Giannis Antetokounmpo,first,2023,1994,M
Kawhi Leonard,second,2023,1991,M
Tyrese Haliburton,third,2023,2000,M
Jayson Tatum,first,2023,1998,M
Anthony Davis,second,2023,1993,M
Devin Booker,third,2023,1996,M
Cynthia Cooper,first,1997,1963,F
Teresa Weatherspoon,second,1997,1965,F
Ruthie Bolton-Holifield,first,1997,1967,F
Andrea Stinson,second,1997,1967,F
Eva Němcová,first,1997,1972,F
Wendy Palmer,second,1997,1974,F
Tina Thompson,first,1997,1975,F
Jennifer Gillom,second,1997,1964,F
Lisa Leslie,first,1997,1972,F
Rebecca Lobo,second,1997,1973,F
Cynthia Cooper,first,1998,1963,F
Teresa Weatherspoon,second,1998,1965,F
Suzie McConnell Serio,first,1998,1966,F
Andrea Stinson,second,1998,1967,F
Sheryl Swoopes,first,1998,1971,F
Eva Němcová,second,1998,1972,F
Tina Thompson,first,1998,1975,F
Cindy Brown,second,1998,1965,F
Jennifer Gillom,first,1998,1964,F
Lisa Leslie,second,1998,1972,F
Cynthia Cooper,first,1999,1963,F
Shannon Johnson,second,1999,1974,F
Ticha Penicheiro,first,1999,1974,F
Teresa Weatherspoon,second,1999,1965,F
Sheryl Swoopes,first,1999,1971,F
Chamique Holdsclaw,second,1999,1977,F
Natalie Williams,first,1999,1970,F
Tina Thompson,second,1999,1975,F
Yolanda Griffith,first,1999,1970,F
Lisa Leslie,second,1999,1972,F
Cynthia Cooper,first,2000,1963,F
Shannon Johnson,second,2000,1974,F
Ticha Penicheiro,first,2000,1974,F
Katie Smith,second,2000,1974,F
Sheryl Swoopes,first,2000,1971,F
Betty Lennox,second,2000,1976,F
Natalie Williams,first,2000,1970,F
Teresa Weatherspoon,second,2000,1965,F
Lisa Leslie,first,2000,1972,F
Tina Thompson,second,2000,1975,F
Yolanda Griffith,first,2000,1970,F
Janeth Arcain,first,2001,1969,F
Ticha Penicheiro,second,2001,1974,F
Katie Smith,first,2001,1974,F
Tamecka Dixon,second,2001,1975,F
Merlakia Jones,first,2001,1973,F
Chamique Holdsclaw,second,2001,1977,F
Natalie Williams,first,2001,1970,F
Tina Thompson,second,2001,1975,F
Lisa Leslie,first,2001,1972,F
Yolanda Griffith,second,2001,1970,F
Sue Bird,first,2002,1980,F
Shannon Johnson,second,2002,1974,F
Sheryl Swoopes,first,2002,1971,F
Katie Smith,second,2002,1974,F
Mwadi Mabika,first,2002,1976,F
Chamique Holdsclaw,second,2002,1977,F
Tamika Catchings,first,2002,1979,F
Tina Thompson,second,2002,1975,F
Lisa Leslie,first,2002,1972,F
Tari Phillips,second,2002,1969,F
Sue Bird,first,2003,1980,F
Nikki Teasley,second,2003,1979,F
Katie Smith,first,2003,1974,F
Deanna Nolan,second,2003,1979,F
Tamika Catchings,first,2003,1979,F
Sheryl Swoopes,second,2003,1971,F
Lauren Jackson,first,2003,1981,F
Swin Cash,second,2003,1979,F
Lisa Leslie,first,2003,1972,F
Cheryl Ford,second,2003,1981,F
Sue Bird,first,2004,1980,F
Nikki Teasley,second,2004,1979,F
Diana Taurasi,first,2004,1982,F
Nykesha Sales,second,2004,1976,F
Tina Thompson,first,2004,1975,F
Tamika Catchings,second,2004,1979,F
Lauren Jackson,first,2004,1981,F
Swin Cash,second,2004,1979,F
Lisa Leslie,first,2004,1972,F
Yolanda Griffith,second,2004,1970,F
Sue Bird,first,2005,1980,F
Diana Taurasi,second,2005,1982,F
Deanna Nolan,first,2005,1979,F
Becky Hammon,second,2005,1977,F
Sheryl Swoopes,first,2005,1971,F
Tamika Catchings,second,2005,1979,F
Lauren Jackson,first,2005,1981,F
Taj McWilliams-Franklin,second,2005,1970,F
Yolanda Griffith,first,2005,1970,F
Lisa Leslie,second,2005,1972,F
Diana Taurasi,first,2006,1982,F
Seimone Augustus,second,2006,1984,F
Katie Douglas,first,2006,1979,F
Sheryl Swoopes,second,2006,1971,F
Tamika Catchings,first,2006,1979,F
Alana Beard,second,2006,1982,F
Lauren Jackson,first,2006,1981,F
Cheryl Ford,second,2006,1981,F
Lisa Leslie,first,2006,1972,F
Taj McWilliams-Franklin,second,2006,1970,F
Diana Taurasi,first,2007,1982,F
Katie Douglas,second,2007,1979,F
Becky Hammon,first,2007,1977,F
Seimone Augustus,second,2007,1984,F
Deanna Nolan,first,2007,1979,F
Sophia Young,second,2007,1983,F
Penny Taylor,first,2007,1981,F
Tamika Catchings,second,2007,1979,F
Lauren Jackson,first,2007,1981,F
Tina Thompson,second,2007,1975,F
Diana Taurasi,first,2008,1982,F
Sue Bird,second,2008,1980,F
Lindsay Whalen,first,2008,1982,F
Becky Hammon,second,2008,1977,F
Sophia Young,first,2008,1983,F
Deanna Nolan,second,2008,1979,F
Candace Parker,first,2008,1986,F
Asjha Jones,second,2008,1980,F
Lisa Leslie,first,2008,1972,F
Lauren Jackson,second,2008,1981,F
Diana Taurasi,first,2009,1982,F
Katie Douglas,second,2009,1979,F
Becky Hammon,first,2009,1977,F
Deanna Nolan,second,2009,1979,F
Cappie Pondexter,first,2009,1983,F
Sophia Young,second,2009,1983,F
Tamika Catchings,first,2009,1979,F
Candace Parker,second,2009,1986,F
Lauren Jackson,first,2009,1981,F
Lisa Leslie,second,2009,1972,F
Diana Taurasi,first,2010,1982,F
Sue Bird,second,2010,1980,F
Cappie Pondexter,first,2010,1983,F
Katie Douglas,second,2010,1979,F
Tamika Catchings,first,2010,1979,F
Angel McCoughtry,second,2010,1986,F
Lauren Jackson,first,2010,1981,F
Crystal Langhorne,second,2010,1986,F
Sylvia Fowles,first,2010,1985,F
Tina Charles,second,2010,1988,F
Lindsay Whalen,first,2011,1982,F
Sue Bird,second,2011,1980,F
Diana Taurasi,first,2011,1982,F
Seimone Augustus,second,2011,1984,F
Angel McCoughtry,first,2011,1986,F
Cappie Pondexter,second,2011,1983,F
Tamika Catchings,first,2011,1979,F
Penny Taylor,second,2011,1981,F
Tina Charles,first,2011,1988,F
Sylvia Fowles,second,2011,1985,F
Seimone Augustus,first,2012,1984,F
Lindsay Whalen,second,2012,1982,F
Cappie Pondexter,first,2012,1983,F
Kristi Toliver,second,2012,1987,F
Tamika Catchings,first,2012,1979,F
Maya Moore,second,2012,1989,F
Candace Parker,first,2012,1986,F
Sophia Young,second,2012,1983,F
Tina Charles,first,2012,1988,F
Sylvia Fowles,second,2012,1985,F
Lindsay Whalen,first,2013,1982,F
Seimone Augustus,second,2013,1984,F
Diana Taurasi,first,2013,1982,F
Angel McCoughtry,second,2013,1986,F
Maya Moore,first,2013,1989,F
Tamika Catchings,second,2013,1979,F
Candace Parker,first,2013,1986,F
Elena Delle Donne,second,2013,1989,F
Sylvia Fowles,first,2013,1985,F
Tina Charles,second,2013,1988,F
Skylar Diggins-Smith,first,2014,1990,F
Lindsay Whalen,second,2014,1982,F
Diana Taurasi,first,2014,1982,F
Danielle Robinson,second,2014,1989,F
Maya Moore,first,2014,1989,F
Seimone Augustus,second,2014,1984,F
Candace Parker,first,2014,1986,F
Angel McCoughtry,second,2014,1986,F
Brittney Griner,first,2014,1990,F
Nneka Ogwumike,second,2014,1990,F
Tina Charles,first,2014,1988,F
Maya Moore,first,2015,1989,F
Courtney Vandersloot,second,2015,1989,F
Angel McCoughtry,first,2015,1986,F
Epiphanny Prince,second,2015,1988,F
Elena Delle Donne,first,2015,1989,F
Tamika Catchings,second,2015,1979,F
DeWanna Bonner,first,2015,1987,F
Candace Parker,second,2015,1986,F
Tina Charles,first,2015,1988,F
Brittney Griner,second,2015,1990,F
Sue Bird,first,2016,1980,F
Diana Taurasi,second,2016,1982,F
Maya Moore,first,2016,1989,F
Jewell Loyd,second,2016,1993,F
Elena Delle Donne,first,2016,1989,F
Angel McCoughtry,second,2016,1986,F
Nneka Ogwumike,first,2016,1990,F
Breanna Stewart,second,2016,1994,F
Tina Charles,first,2016,1988,F
Sylvia Fowles,second,2016,1985,F
Skylar Diggins-Smith,first,2017,1990,F
Chelsea Gray,second,2017,1992,F
Maya Moore,first,2017,1989,F
Diana Taurasi,second,2017,1982,F
Candace Parker,first,2017,1986,F
Nneka Ogwumike,second,2017,1990,F
Tina Charles,first,2017,1988,F
Jonquel Jones,second,2017,1994,F
Sylvia Fowles,first,2017,1985,F
Brittney Griner,second,2017,1990,F
Diana Taurasi,first,2018,1982,F
Courtney Vandersloot,second,2018,1989,F
Tiffany Hayes,first,2018,1989,F
Skylar Diggins-Smith,second,2018,1990,F
Elena Delle Donne,first,2018,1989,F
Maya Moore,second,2018,1989,F
Breanna Stewart,first,2018,1994,F
Candace Parker,second,2018,1986,F
Liz Cambage,first,2018,1991,F
Brittney Griner,second,2018,1990,F
Courtney Vandersloot,first,2019,1989,F
Odyssey Sims,second,2019,1992,F
Chelsea Gray,first,2019,1992,F
Diamond DeShields,second,2019,1995,F
Elena Delle Donne,first,2019,1989,F
Nneka Ogwumike,second,2019,1990,F
Natasha Howard,first,2019,1991,F
Jonquel Jones,second,2019,1994,F
Brittney Griner,first,2019,1990,F
Liz Cambage,second,2019,1991,F
Courtney Vandersloot,first,2020,1989,F
Diana Taurasi,second,2020,1982,F
Arike Ogunbowale,first,2020,1997,F
Skylar Diggins-Smith,second,2020,1990,F
A'ja Wilson,first,2020,1996,F
Myisha Hines-Allen,second,2020,1996,F
Breanna Stewart,first,2020,1994,F
DeWanna Bonner,second,2020,1987,F
Candace Parker,first,2020,1986,F
Napheesa Collier,second,2020,1996,F
Jonquel Jones,first,2021,1994,F
A'ja Wilson,second,2021,1996,F
Skylar Diggins-Smith,first,2021,1990,F
Sylvia Fowles,second,2021,1985,F
Brittney Griner,first,2021,1990,F
Arike Ogunbowale,second,2021,1997,F
Breanna Stewart,first,2021,1994,F
Tina Charles,second,2021,1988,F
Jewell Loyd,first,2021,1993,F
Courtney Vandersloot,second,2021,1989,F
A'ja Wilson,first,2022,1996,F
Alyssa Thomas,second,2022,1992,F
Breanna Stewart,first,2022,1994,F
Sabrina Ionescu,second,2022,1997,F
Kelsey Plum,first,2022,1994,F
Nneka Ogwumike,second,2022,1990,F
Skylar Diggins-Smith,first,2022,1990,F
Jonquel Jones,second,2022,1994,F
Candace Parker,first,2022,1986,F
Sylvia Fowles,second,2022,1985,F
Breanna Stewart,first,2023,1994,F
Nneka Ogwumike,second,2023,1990,F
Alyssa Thomas,first,2023,1992,F
Jackie Young,second,2023,1997,F
A'ja Wilson,first,2023,1996,F
Chelsea Gray,second,2023,1992,F
Napheesa Collier,first,2023,1996,F
Jewell Loyd,second,2023,1993,F
Satou Sabally,first,2023,1998,F
Sabrina Ionescu,second,2023,1997,F
A'ja Wilson,first,2024,1996,F
Sabrina Ionescu,first,2024,1997,F
Napheesa Collier,second,2024,1996,F
Kahleah Copper,second,2024,1994,F
Breanna Stewart,third,2024,1994,F
Nneka Ogwumike,third,2024,1990,F
Caitlin Clark,first,2024,2002,F
Arike Ogunbowale,first,2024,1997,F
Alyssa Thomas,second,2024,1992,F
Jonquel Jones,second,2024,1994,F
