sex,age_group,year,suicide_rate
Males,15-19,1907,3.3
Males,20-24,1907,9.1
Males,25-29,1907,18.3
Males,30-34,1907,18.7
Males,35-39,1907,24.2
Males,40-44,1907,36.2
Males,45-49,1907,47.4
Males,50-54,1907,41.2
Males,55-59,1907,46.4
Males,60-64,1907,58.5
Males,65-69,1907,42.7
Males,70-74,1907,57.2
Males,75-79,1907,60.8
Males,80-84,1907,90.4
Males,85+,1907,67.8
Females,15-19,1907,1.9
Females,20-24,1907,6.4
Females,25-29,1907,4.0
Females,30-34,1907,8.6
Females,35-39,1907,4.5
Females,40-44,1907,2.6
Females,45-49,1907,8.7
Females,50-54,1907,5.5
Females,55-59,1907,7.7
Females,60-64,1907,12.1
Females,65-69,1907,11.7
Females,70-74,1907,0.0
Females,75-79,1907,21.7
Females,80-84,1907,15.0
Females,85+,1907,0.0
Males,15-19,1908,3.7
Males,20-24,1908,13.6
Males,25-29,1908,13.7
Males,30-34,1908,22.1
Males,35-39,1908,28.1
Males,40-44,1908,41.4
Males,45-49,1908,41.5
Males,50-54,1908,45.6
Males,55-59,1908,57.0
Males,60-64,1908,57.9
Males,65-69,1908,60.1
Males,70-74,1908,46.0
Males,75-79,1908,29.3
Males,80-84,1908,24.9
Males,85+,1908,0.0
Females,15-19,1908,4.7
Females,20-24,1908,6.8
Females,25-29,1908,6.1
Females,30-34,1908,3.9
Females,35-39,1908,8.2
Females,40-44,1908,10.3
Females,45-49,1908,7.3
Females,50-54,1908,7.9
Females,55-59,1908,9.4
Females,60-64,1908,2.4
Females,65-69,1908,2.9
Females,70-74,1908,0.0
Females,75-79,1908,0.0
Females,80-84,1908,0.0
Females,85+,1908,0.0
Males,15-19,1909,4.5
Males,20-24,1909,11.0
Males,25-29,1909,16.5
Males,30-34,1909,27.2
Males,35-39,1909,23.5
Males,40-44,1909,35.9
Males,45-49,1909,40.0
Males,50-54,1909,33.8
Males,55-59,1909,51.0
Males,60-64,1909,47.4
Males,65-69,1909,64.8
Males,70-74,1909,41.9
Males,75-79,1909,22.6
Males,80-84,1909,72.3
Males,85+,1909,62.6
Females,15-19,1909,5.5
Females,20-24,1909,5.7
Females,25-29,1909,6.0
Females,30-34,1909,7.7
Females,35-39,1909,11.7
Females,40-44,1909,7.5
Females,45-49,1909,13.9
Females,50-54,1909,7.6
Females,55-59,1909,0.0
Females,60-64,1909,7.0
Females,65-69,1909,0.0
Females,70-74,1909,8.1
Females,75-79,1909,0.0
Females,80-84,1909,0.0
Females,85+,1909,0.0
Males,15-19,1910,2.7
Males,20-24,1910,10.7
Males,25-29,1910,17.2
Males,30-34,1910,24.0
Males,35-39,1910,29.4
Males,40-44,1910,41.0
Males,45-49,1910,44.0
Males,50-54,1910,46.8
Males,55-59,1910,53.8
Males,60-64,1910,72.3
Males,65-69,1910,42.2
Males,70-74,1910,31.1
Males,75-79,1910,27.3
Males,80-84,1910,46.6
Males,85+,1910,90.4
Females,15-19,1910,3.6
Females,20-24,1910,4.6
Females,25-29,1910,5.4
Females,30-34,1910,4.4
Females,35-39,1910,5.8
Females,40-44,1910,3.3
Females,45-49,1910,8.6
Females,50-54,1910,17.1
Females,55-59,1910,8.9
Females,60-64,1910,4.6
Females,65-69,1910,5.5
Females,70-74,1910,7.9
Females,75-79,1910,0.0
Females,80-84,1910,0.0
Females,85+,1910,0.0
Males,15-19,1911,3.1
Males,20-24,1911,13.1
Males,25-29,1911,20.9
Males,30-34,1911,26.7
Males,35-39,1911,34.7
Males,40-44,1911,37.7
Males,45-49,1911,41.8
Males,50-54,1911,47.8
Males,55-59,1911,52.4
Males,60-64,1911,56.0
Males,65-69,1911,39.5
Males,70-74,1911,23.9
Males,75-79,1911,42.2
Males,80-84,1911,56.4
Males,85+,1911,29.0
Females,15-19,1911,2.7
Females,20-24,1911,4.1
Females,25-29,1911,5.8
Females,30-34,1911,11.8
Females,35-39,1911,10.0
Females,40-44,1911,8.8
Females,45-49,1911,10.1
Females,50-54,1911,5.9
Females,55-59,1911,8.7
Females,60-64,1911,2.3
Females,65-69,1911,5.4
Females,70-74,1911,7.6
Females,75-79,1911,6.0
Females,80-84,1911,0.0
Females,85+,1911,0.0
Males,15-19,1912,5.2
Males,20-24,1912,16.2
Males,25-29,1912,21.6
Males,30-34,1912,31.5
Males,35-39,1912,38.7
Males,40-44,1912,43.8
Males,45-49,1912,45.1
Males,50-54,1912,55.6
Males,55-59,1912,61.0
Males,60-64,1912,35.9
Males,65-69,1912,54.5
Males,70-74,1912,33.7
Males,75-79,1912,36.8
Males,80-84,1912,11.2
Males,85+,1912,28.0
Females,15-19,1912,6.2
Females,20-24,1912,7.7
Females,25-29,1912,6.2
Females,30-34,1912,6.6
Females,35-39,1912,10.3
Females,40-44,1912,8.5
Females,45-49,1912,8.9
Females,50-54,1912,13.5
Females,55-59,1912,6.5
Females,60-64,1912,8.4
Females,65-69,1912,7.9
Females,70-74,1912,0.0
Females,75-79,1912,0.0
Females,80-84,1912,0.0
Females,85+,1912,0.0
Males,15-19,1913,3.5
Males,20-24,1913,15.8
Males,25-29,1913,22.8
Males,30-34,1913,27.8
Males,35-39,1913,40.7
Males,40-44,1913,33.8
Males,45-49,1913,43.2
Males,50-54,1913,64.9
Males,55-59,1913,52.8
Males,60-64,1913,41.9
Males,65-69,1913,59.3
Males,70-74,1913,39.8
Males,75-79,1913,36.6
Males,80-84,1913,33.4
Males,85+,1913,27.1
Females,15-19,1913,2.7
Females,20-24,1913,9.0
Females,25-29,1913,10.0
Females,30-34,1913,9.8
Females,35-39,1913,8.0
Females,40-44,1913,10.5
Females,45-49,1913,16.5
Females,50-54,1913,9.8
Females,55-59,1913,4.6
Females,60-64,1913,9.8
Females,65-69,1913,5.1
Females,70-74,1913,11.0
Females,75-79,1913,0.0
Females,80-84,1913,0.0
Females,85+,1913,0.0
Males,15-19,1914,3.9
Males,20-24,1914,16.8
Males,25-29,1914,25.0
Males,30-34,1914,34.4
Males,35-39,1914,36.0
Males,40-44,1914,39.8
Males,45-49,1914,42.1
Males,50-54,1914,52.3
Males,55-59,1914,51.2
Males,60-64,1914,55.1
Males,65-69,1914,48.3
Males,70-74,1914,49.1
Males,75-79,1914,36.4
Males,80-84,1914,22.1
Males,85+,1914,26.2
Females,15-19,1914,4.0
Females,20-24,1914,4.5
Females,25-29,1914,8.3
Females,30-34,1914,10.6
Females,35-39,1914,6.4
Females,40-44,1914,8.1
Females,45-49,1914,8.5
Females,50-54,1914,10.4
Females,55-59,1914,8.5
Females,60-64,1914,5.5
Females,65-69,1914,7.4
Females,70-74,1914,3.6
Females,75-79,1914,0.0
Females,80-84,1914,0.0
Females,85+,1914,0.0
Males,15-19,1915,3.9
Males,20-24,1915,12.0
Males,25-29,1915,24.2
Males,30-34,1915,25.2
Males,35-39,1915,39.1
Males,40-44,1915,42.4
Males,45-49,1915,37.4
Males,50-54,1915,47.8
Males,55-59,1915,58.6
Males,60-64,1915,54.9
Males,65-69,1915,67.8
Males,70-74,1915,58.1
Males,75-79,1915,57.0
Males,80-84,1915,21.9
Males,85+,1915,50.7
Females,15-19,1915,4.4
Females,20-24,1915,4.5
Females,25-29,1915,6.7
Females,30-34,1915,9.7
Females,35-39,1915,5.6
Females,40-44,1915,10.7
Females,45-49,1915,14.1
Females,50-54,1915,6.0
Females,55-59,1915,21.5
Females,60-64,1915,8.6
Females,65-69,1915,2.4
Females,70-74,1915,3.5
Females,75-79,1915,0.0
Females,80-84,1915,0.0
Females,85+,1915,0.0
Males,15-19,1916,3.0
Males,20-24,1916,10.2
Males,25-29,1916,14.6
Males,30-34,1916,11.5
Males,35-39,1916,29.0
Males,40-44,1916,48.0
Males,45-49,1916,35.7
Males,50-54,1916,54.9
Males,55-59,1916,48.4
Males,60-64,1916,57.4
Males,65-69,1916,36.8
Males,70-74,1916,54.1
Males,75-79,1916,36.1
Males,80-84,1916,21.8
Males,85+,1916,49.1
Females,15-19,1916,5.7
Females,20-24,1916,3.6
Females,25-29,1916,7.5
Females,30-34,1916,7.9
Females,35-39,1916,5.4
Females,40-44,1916,9.0
Females,45-49,1916,8.9
Females,50-54,1916,13.6
Females,55-59,1916,7.6
Females,60-64,1916,4.9
Females,65-69,1916,2.3
Females,70-74,1916,6.9
Females,75-79,1916,0.0
Females,80-84,1916,0.0
Females,85+,1916,0.0
Males,15-19,1917,2.1
Males,20-24,1917,7.1
Males,25-29,1917,15.8
Males,30-34,1917,16.6
Males,35-39,1917,22.2
Males,40-44,1917,33.6
Males,45-49,1917,31.8
Males,50-54,1917,49.8
Males,55-59,1917,43.2
Males,60-64,1917,38.5
Males,65-69,1917,37.6
Males,70-74,1917,50.2
Males,75-79,1917,30.8
Males,80-84,1917,21.6
Males,85+,1917,23.8
Females,15-19,1917,4.4
Females,20-24,1917,6.2
Females,25-29,1917,6.9
Females,30-34,1917,5.1
Females,35-39,1917,4.7
Females,40-44,1917,5.4
Females,45-49,1917,9.5
Females,50-54,1917,1.9
Females,55-59,1917,6.0
Females,60-64,1917,3.1
Females,65-69,1917,4.5
Females,70-74,1917,10.1
Females,75-79,1917,5.2
Females,80-84,1917,0.0
Females,85+,1917,0.0
Males,15-19,1918,2.1
Males,20-24,1918,5.8
Males,25-29,1918,14.7
Males,30-34,1918,17.6
Males,35-39,1918,21.6
Males,40-44,1918,23.3
Males,45-49,1918,49.1
Males,50-54,1918,33.8
Males,55-59,1918,39.4
Males,60-64,1918,39.1
Males,65-69,1918,57.4
Males,70-74,1918,40.3
Males,75-79,1918,25.6
Males,80-84,1918,43.0
Males,85+,1918,46.3
Females,15-19,1918,1.3
Females,20-24,1918,5.7
Females,25-29,1918,6.7
Females,30-34,1918,4.9
Females,35-39,1918,3.4
Females,40-44,1918,6.6
Females,45-49,1918,7.0
Females,50-54,1918,8.2
Females,55-59,1918,3.4
Females,60-64,1918,8.8
Females,65-69,1918,2.2
Females,70-74,1918,16.5
Females,75-79,1918,0.0
Females,80-84,1918,0.0
Females,85+,1918,0.0
Males,15-19,1919,5.5
Males,20-24,1919,7.7
Males,25-29,1919,23.6
Males,30-34,1919,19.4
Males,35-39,1919,26.4
Males,40-44,1919,28.4
Males,45-49,1919,35.5
Males,50-54,1919,35.4
Males,55-59,1919,33.2
Males,60-64,1919,38.5
Males,65-69,1919,46.3
Males,70-74,1919,27.5
Males,75-79,1919,40.8
Males,80-84,1919,53.3
Males,85+,1919,22.5
Females,15-19,1919,1.3
Females,20-24,1919,3.9
Females,25-29,1919,4.8
Females,30-34,1919,5.3
Females,35-39,1919,6.6
Females,40-44,1919,9.1
Females,45-49,1919,10.6
Females,50-54,1919,8.0
Females,55-59,1919,13.1
Females,60-64,1919,7.0
Females,65-69,1919,8.4
Females,70-74,1919,3.2
Females,75-79,1919,5.0
Females,80-84,1919,0.0
Females,85+,1919,0.0
Males,15-19,1920,3.8
Males,20-24,1920,12.2
Males,25-29,1920,19.8
Males,30-34,1920,20.8
Males,35-39,1920,30.9
Males,40-44,1920,36.3
Males,45-49,1920,37.2
Males,50-54,1920,49.1
Males,55-59,1920,40.7
Males,60-64,1920,35.6
Males,65-69,1920,50.3
Males,70-74,1920,51.3
Males,75-79,1920,45.7
Males,80-84,1920,84.8
Males,85+,1920,109.3
Females,15-19,1920,1.7
Females,20-24,1920,4.4
Females,25-29,1920,6.9
Females,30-34,1920,6.0
Females,35-39,1920,10.7
Females,40-44,1920,10.1
Females,45-49,1920,8.9
Females,50-54,1920,8.6
Females,55-59,1920,7.3
Females,60-64,1920,9.3
Females,65-69,1920,4.1
Females,70-74,1920,6.4
Females,75-79,1920,4.9
Females,80-84,1920,0.0
Females,85+,1920,0.0
Males,15-19,1921,3.8
Males,20-24,1921,12.7
Males,25-29,1921,18.7
Males,30-34,1921,18.1
Males,35-39,1921,23.6
Males,40-44,1921,38.7
Males,45-49,1921,39.6
Males,50-54,1921,37.8
Males,55-59,1921,50.3
Males,60-64,1921,50.5
Males,65-69,1921,61.1
Males,70-74,1921,26.8
Males,75-79,1921,40.4
Males,80-84,1921,42.1
Males,85+,1921,21.3
Females,15-19,1921,3.0
Females,20-24,1921,1.7
Females,25-29,1921,6.7
Females,30-34,1921,9.0
Females,35-39,1921,7.8
Females,40-44,1921,6.2
Females,45-49,1921,8.0
Females,50-54,1921,6.7
Females,55-59,1921,9.0
Females,60-64,1921,5.1
Females,65-69,1921,4.0
Females,70-74,1921,12.5
Females,75-79,1921,0.0
Females,80-84,1921,9.7
Females,85+,1921,0.0
Males,15-19,1922,7.4
Males,20-24,1922,9.7
Males,25-29,1922,14.9
Males,30-34,1922,15.1
Males,35-39,1922,22.4
Males,40-44,1922,26.6
Males,45-49,1922,35.2
Males,50-54,1922,33.4
Males,55-59,1922,31.8
Males,60-64,1922,50.5
Males,65-69,1922,20.8
Males,70-74,1922,54.0
Males,75-79,1922,54.2
Males,80-84,1922,51.5
Males,85+,1922,63.8
Females,15-19,1922,3.4
Females,20-24,1922,3.5
Females,25-29,1922,4.7
Females,30-34,1922,4.8
Females,35-39,1922,6.6
Females,40-44,1922,3.6
Females,45-49,1922,6.4
Females,50-54,1922,5.6
Females,55-59,1922,5.8
Females,60-64,1922,4.8
Females,65-69,1922,7.3
Females,70-74,1922,9.1
Females,75-79,1922,0.0
Females,80-84,1922,0.0
Females,85+,1922,0.0
Males,15-19,1923,4.8
Males,20-24,1923,8.2
Males,25-29,1923,18.5
Males,30-34,1923,23.5
Males,35-39,1923,23.3
Males,40-44,1923,34.0
Males,45-49,1923,30.1
Males,50-54,1923,31.4
Males,55-59,1923,36.8
Males,60-64,1923,40.9
Males,65-69,1923,51.7
Males,70-74,1923,48.1
Males,75-79,1923,38.3
Males,80-84,1923,59.4
Males,85+,1923,0.0
Females,15-19,1923,2.9
Females,20-24,1923,1.7
Females,25-29,1923,4.3
Females,30-34,1923,8.6
Females,35-39,1923,4.9
Females,40-44,1923,6.9
Females,45-49,1923,4.9
Females,50-54,1923,10.3
Females,55-59,1923,9.4
Females,60-64,1923,9.2
Females,65-69,1923,10.1
Females,70-74,1923,0.0
Females,75-79,1923,0.0
Females,80-84,1923,0.0
Females,85+,1923,0.0
Males,15-19,1924,5.4
Males,20-24,1924,14.4
Males,25-29,1924,15.7
Males,30-34,1924,23.5
Males,35-39,1924,30.5
Males,40-44,1924,32.2
Males,45-49,1924,32.3
Males,50-54,1924,41.5
Males,55-59,1924,29.6
Males,60-64,1924,36.3
Males,65-69,1924,47.0
Males,70-74,1924,47.5
Males,75-79,1924,55.3
Males,80-84,1924,58.3
Males,85+,1924,24.4
Females,15-19,1924,2.8
Females,20-24,1924,4.3
Females,25-29,1924,6.4
Females,30-34,1924,3.4
Females,35-39,1924,9.4
Females,40-44,1924,6.7
Females,45-49,1924,8.1
Females,50-54,1924,7.7
Females,55-59,1924,10.9
Females,60-64,1924,4.4
Females,65-69,1924,9.4
Females,70-74,1924,5.5
Females,75-79,1924,4.5
Females,80-84,1924,0.0
Females,85+,1924,0.0
Males,15-19,1925,4.8
Males,20-24,1925,15.5
Males,25-29,1925,23.4
Males,30-34,1925,24.7
Males,35-39,1925,23.2
Males,40-44,1925,29.2
Males,45-49,1925,32.9
Males,50-54,1925,35.2
Males,55-59,1925,41.0
Males,60-64,1925,43.8
Males,65-69,1925,51.0
Males,70-74,1925,69.8
Males,75-79,1925,44.8
Males,80-84,1925,36.4
Males,85+,1925,125.0
Females,15-19,1925,2.3
Females,20-24,1925,3.8
Females,25-29,1925,5.5
Females,30-34,1925,9.2
Females,35-39,1925,9.7
Females,40-44,1925,8.1
Females,45-49,1925,7.8
Females,50-54,1925,6.8
Females,55-59,1925,9.7
Females,60-64,1925,5.4
Females,65-69,1925,2.9
Females,70-74,1925,7.7
Females,75-79,1925,0.0
Females,80-84,1925,16.5
Females,85+,1925,0.0
Males,15-19,1926,3.6
Males,20-24,1926,11.4
Males,25-29,1926,17.3
Males,30-34,1926,20.0
Males,35-39,1926,29.6
Males,40-44,1926,37.2
Males,45-49,1926,45.4
Males,50-54,1926,37.3
Males,55-59,1926,53.0
Males,60-64,1926,39.6
Males,65-69,1926,44.0
Males,70-74,1926,26.0
Males,75-79,1926,47.0
Males,80-84,1926,81.8
Males,85+,1926,25.6
Females,15-19,1926,1.5
Females,20-24,1926,6.3
Females,25-29,1926,7.2
Females,30-34,1926,5.0
Females,35-39,1926,5.8
Females,40-44,1926,7.9
Females,45-49,1926,6.9
Females,50-54,1926,8.2
Females,55-59,1926,6.9
Females,60-64,1926,12.6
Females,65-69,1926,2.8
Females,70-74,1926,4.8
Females,75-79,1926,8.5
Females,80-84,1926,24.0
Females,85+,1926,0.0
Males,15-19,1927,2.1
Males,20-24,1927,13.6
Males,25-29,1927,16.2
Males,30-34,1927,21.3
Males,35-39,1927,23.5
Males,40-44,1927,31.2
Males,45-49,1927,41.5
Males,50-54,1927,48.7
Males,55-59,1927,57.0
Males,60-64,1927,45.5
Males,65-69,1927,46.0
Males,70-74,1927,36.1
Males,75-79,1927,45.5
Males,80-84,1927,54.1
Males,85+,1927,24.4
Females,15-19,1927,5.8
Females,20-24,1927,4.5
Females,25-29,1927,4.6
Females,30-34,1927,7.5
Females,35-39,1927,6.1
Females,40-44,1927,7.1
Females,45-49,1927,12.1
Females,50-54,1927,8.1
Females,55-59,1927,5.9
Females,60-64,1927,8.2
Females,65-69,1927,8.1
Females,70-74,1927,6.5
Females,75-79,1927,12.3
Females,80-84,1927,0.0
Females,85+,1927,0.0
Males,15-19,1928,3.4
Males,20-24,1928,15.2
Males,25-29,1928,16.1
Males,30-34,1928,20.0
Males,35-39,1928,27.1
Males,40-44,1928,27.7
Males,45-49,1928,45.3
Males,50-54,1928,55.1
Males,55-59,1928,44.6
Males,60-64,1928,56.0
Males,65-69,1928,50.1
Males,70-74,1928,37.7
Males,75-79,1928,35.6
Males,80-84,1928,43.9
Males,85+,1928,122.0
Females,15-19,1928,3.2
Females,20-24,1928,5.1
Females,25-29,1928,8.3
Females,30-34,1928,3.7
Females,35-39,1928,7.7
Females,40-44,1928,7.8
Females,45-49,1928,9.4
Females,50-54,1928,11.5
Females,55-59,1928,5.8
Females,60-64,1928,5.0
Females,65-69,1928,10.4
Females,70-74,1928,4.0
Females,75-79,1928,7.9
Females,80-84,1928,7.5
Females,85+,1928,0.0
Males,15-19,1929,4.6
Males,20-24,1929,12.0
Males,25-29,1929,21.9
Males,30-34,1929,27.1
Males,35-39,1929,29.7
Males,40-44,1929,34.2
Males,45-49,1929,34.3
Males,50-54,1929,51.9
Males,55-59,1929,43.0
Males,60-64,1929,45.7
Males,65-69,1929,47.6
Males,70-74,1929,30.4
Males,75-79,1929,44.8
Males,80-84,1929,16.9
Males,85+,1929,0.0
Females,15-19,1929,1.4
Females,20-24,1929,3.4
Females,25-29,1929,7.0
Females,30-34,1929,5.9
Females,35-39,1929,8.8
Females,40-44,1929,10.4
Females,45-49,1929,10.9
Females,50-54,1929,9.1
Females,55-59,1929,5.7
Females,60-64,1929,4.8
Females,65-69,1929,10.0
Females,70-74,1929,1.9
Females,75-79,1929,3.8
Females,80-84,1929,0.0
Females,85+,1929,0.0
Males,15-19,1930,6.1
Males,20-24,1930,13.2
Males,25-29,1930,24.3
Males,30-34,1930,30.4
Males,35-39,1930,33.0
Males,40-44,1930,36.8
Males,45-49,1930,45.5
Males,50-54,1930,56.6
Males,55-59,1930,61.8
Males,60-64,1930,67.9
Males,65-69,1930,47.9
Males,70-74,1930,57.7
Males,75-79,1930,49.3
Males,80-84,1930,33.1
Males,85+,1930,40.8
Females,15-19,1930,5.3
Females,20-24,1930,5.2
Females,25-29,1930,3.7
Females,30-34,1930,5.0
Females,35-39,1930,8.8
Females,40-44,1930,7.4
Females,45-49,1930,9.5
Females,50-54,1930,7.4
Females,55-59,1930,11.2
Females,60-64,1930,12.3
Females,65-69,1930,4.9
Females,70-74,1930,5.3
Females,75-79,1930,3.6
Females,80-84,1930,0.0
Females,85+,1930,0.0
Males,15-19,1931,4.2
Males,20-24,1931,11.0
Males,25-29,1931,19.9
Males,30-34,1931,26.3
Males,35-39,1931,30.3
Males,40-44,1931,25.4
Males,45-49,1931,34.7
Males,50-54,1931,54.7
Males,55-59,1931,63.9
Males,60-64,1931,50.4
Males,65-69,1931,46.2
Males,70-74,1931,48.5
Males,75-79,1931,71.9
Males,80-84,1931,0.0
Males,85+,1931,75.5
Females,15-19,1931,2.0
Females,20-24,1931,4.0
Females,25-29,1931,8.6
Females,30-34,1931,6.3
Females,35-39,1931,4.6
Females,40-44,1931,5.9
Females,45-49,1931,9.7
Females,50-54,1931,7.2
Females,55-59,1931,11.8
Females,60-64,1931,6.4
Females,65-69,1931,3.5
Females,70-74,1931,10.1
Females,75-79,1931,3.3
Females,80-84,1931,0.0
Females,85+,1931,0.0
Males,15-19,1932,3.5
Males,20-24,1932,10.6
Males,25-29,1932,17.0
Males,30-34,1932,15.3
Males,35-39,1932,23.9
Males,40-44,1932,25.9
Males,45-49,1932,37.8
Males,50-54,1932,43.9
Males,55-59,1932,44.9
Males,60-64,1932,54.4
Males,65-69,1932,37.1
Males,70-74,1932,42.1
Males,75-79,1932,45.7
Males,80-84,1932,44.8
Males,85+,1932,17.5
Females,15-19,1932,3.6
Females,20-24,1932,4.3
Females,25-29,1932,6.0
Females,30-34,1932,5.0
Females,35-39,1932,8.9
Females,40-44,1932,8.8
Females,45-49,1932,8.4
Females,50-54,1932,10.8
Females,55-59,1932,11.7
Females,60-64,1932,5.4
Females,65-69,1932,5.7
Females,70-74,1932,4.9
Females,75-79,1932,8.9
Females,80-84,1932,0.0
Females,85+,1932,0.0
Males,15-19,1933,5.5
Males,20-24,1933,14.1
Males,25-29,1933,20.7
Males,30-34,1933,17.1
Males,35-39,1933,26.5
Males,40-44,1933,25.0
Males,45-49,1933,34.7
Males,50-54,1933,47.4
Males,55-59,1933,48.3
Males,60-64,1933,43.0
Males,65-69,1933,41.1
Males,70-74,1933,36.0
Males,75-79,1933,54.1
Males,80-84,1933,28.8
Males,85+,1933,0.0
Females,15-19,1933,3.6
Females,20-24,1933,6.7
Females,25-29,1933,8.7
Females,30-34,1933,7.9
Females,35-39,1933,7.2
Females,40-44,1933,6.1
Females,45-49,1933,8.0
Females,50-54,1933,6.8
Females,55-59,1933,11.4
Females,60-64,1933,1.8
Females,65-69,1933,5.5
Females,70-74,1933,6.3
Females,75-79,1933,0.0
Females,80-84,1933,12.8
Females,85+,1933,0.0
Males,15-19,1934,4.9
Males,20-24,1934,15.2
Males,25-29,1934,19.3
Males,30-34,1934,19.2
Males,35-39,1934,25.7
Males,40-44,1934,22.5
Males,45-49,1934,33.3
Males,50-54,1934,43.1
Males,55-59,1934,45.6
Males,60-64,1934,48.0
Males,65-69,1934,43.9
Males,70-74,1934,45.4
Males,75-79,1934,43.0
Males,80-84,1934,62.1
Males,85+,1934,49.2
Females,15-19,1934,3.4
Females,20-24,1934,6.5
Females,25-29,1934,5.8
Females,30-34,1934,5.8
Females,35-39,1934,12.9
Females,40-44,1934,9.9
Females,45-49,1934,10.7
Females,50-54,1934,9.6
Females,55-59,1934,9.6
Females,60-64,1934,7.9
Females,65-69,1934,6.5
Females,70-74,1934,7.5
Females,75-79,1934,0.0
Females,80-84,1934,6.2
Females,85+,1934,0.0
Males,15-19,1935,5.9
Males,20-24,1935,9.1
Males,25-29,1935,10.9
Males,30-34,1935,20.1
Males,35-39,1935,27.7
Males,40-44,1935,25.7
Males,45-49,1935,37.3
Males,50-54,1935,47.5
Males,55-59,1935,45.3
Males,60-64,1935,37.4
Males,65-69,1935,32.9
Males,70-74,1935,34.4
Males,75-79,1935,40.4
Males,80-84,1935,46.1
Males,85+,1935,47.6
Females,15-19,1935,2.7
Females,20-24,1935,5.0
Females,25-29,1935,6.0
Females,30-34,1935,7.9
Females,35-39,1935,12.4
Females,40-44,1935,10.8
Females,45-49,1935,10.9
Females,50-54,1935,8.1
Females,55-59,1935,9.3
Females,60-64,1935,3.5
Females,65-69,1935,1.1
Females,70-74,1935,13.2
Females,75-79,1935,2.4
Females,80-84,1935,11.6
Females,85+,1935,0.0
Males,15-19,1936,5.8
Males,20-24,1936,9.4
Males,25-29,1936,17.8
Males,30-34,1936,20.6
Males,35-39,1936,23.9
Males,40-44,1936,30.3
Males,45-49,1936,33.1
Males,50-54,1936,35.5
Males,55-59,1936,30.9
Males,60-64,1936,40.5
Males,65-69,1936,42.1
Males,70-74,1936,42.5
Males,75-79,1936,38.3
Males,80-84,1936,54.9
Males,85+,1936,61.5
Females,15-19,1936,2.3
Females,20-24,1936,4.0
Females,25-29,1936,7.4
Females,30-34,1936,5.8
Females,35-39,1936,6.8
Females,40-44,1936,7.7
Females,45-49,1936,11.2
Females,50-54,1936,13.5
Females,55-59,1936,9.0
Females,60-64,1936,17.1
Females,65-69,1936,6.2
Females,70-74,1936,4.3
Females,75-79,1936,2.3
Females,80-84,1936,0.0
Females,85+,1936,0.0
Males,15-19,1937,6.4
Males,20-24,1937,11.6
Males,25-29,1937,14.4
Males,30-34,1937,15.0
Males,35-39,1937,20.5
Males,40-44,1937,27.6
Males,45-49,1937,30.8
Males,50-54,1937,26.7
Males,55-59,1937,37.5
Males,60-64,1937,38.3
Males,65-69,1937,39.5
Males,70-74,1937,38.0
Males,75-79,1937,39.3
Males,80-84,1937,61.8
Males,85+,1937,31.3
Females,15-19,1937,0.7
Females,20-24,1937,4.9
Females,25-29,1937,2.9
Females,30-34,1937,5.7
Females,35-39,1937,6.8
Females,40-44,1937,9.5
Females,45-49,1937,8.6
Females,50-54,1937,7.6
Females,55-59,1937,12.0
Females,60-64,1937,4.2
Females,65-69,1937,6.1
Females,70-74,1937,5.5
Females,75-79,1937,2.2
Females,80-84,1937,9.7
Females,85+,1937,0.0
Males,15-19,1938,4.1
Males,20-24,1938,10.4
Males,25-29,1938,15.6
Males,30-34,1938,19.1
Males,35-39,1938,21.8
Males,40-44,1938,21.8
Males,45-49,1938,33.4
Males,50-54,1938,26.8
Males,55-59,1938,37.8
Males,60-64,1938,43.9
Males,65-69,1938,34.2
Males,70-74,1938,25.0
Males,75-79,1938,26.7
Males,80-84,1938,72.9
Males,85+,1938,46.2
Females,15-19,1938,2.0
Females,20-24,1938,4.3
Females,25-29,1938,6.0
Females,30-34,1938,9.2
Females,35-39,1938,7.6
Females,40-44,1938,7.4
Females,45-49,1938,6.3
Females,50-54,1938,10.4
Females,55-59,1938,13.6
Females,60-64,1938,7.4
Females,65-69,1938,4.0
Females,70-74,1938,2.7
Females,75-79,1938,8.4
Females,80-84,1938,0.0
Females,85+,1938,0.0
Males,15-19,1939,4.6
Males,20-24,1939,14.2
Males,25-29,1939,16.6
Males,30-34,1939,14.7
Males,35-39,1939,19.8
Males,40-44,1939,28.0
Males,45-49,1939,24.1
Males,50-54,1939,34.0
Males,55-59,1939,41.4
Males,60-64,1939,33.8
Males,65-69,1939,33.9
Males,70-74,1939,52.3
Males,75-79,1939,43.2
Males,80-84,1939,49.5
Males,85+,1939,45.5
Females,15-19,1939,2.6
Females,20-24,1939,6.4
Females,25-29,1939,3.4
Females,30-34,1939,3.9
Females,35-39,1939,6.8
Females,40-44,1939,10.5
Females,45-49,1939,10.7
Females,50-54,1939,9.6
Females,55-59,1939,8.1
Females,60-64,1939,10.3
Females,65-69,1939,14.8
Females,70-74,1939,6.5
Females,75-79,1939,6.1
Females,80-84,1939,0.0
Females,85+,1939,0.0
Males,15-19,1940,2.8
Males,20-24,1940,11.6
Males,25-29,1940,12.7
Males,30-34,1940,18.0
Males,35-39,1940,17.2
Males,40-44,1940,20.4
Males,45-49,1940,33.3
Males,50-54,1940,33.7
Males,55-59,1940,34.9
Males,60-64,1940,49.5
Males,65-69,1940,26.6
Males,70-74,1940,31.3
Males,75-79,1940,36.1
